"拼音"	"寬式IPA"	"調號"	"字甲"	"字乙"	"釋義"
"ma"	"mɑ"	5		"骂"
"ma"	"mɑ"	5	"禡"	"祃"
"ma"	"mɑ"	5	"螞"	"蚂"	"蚱～"
"ma"	"mɑ"	5	"蕒"	"荬"
"ma"	"mɑ"	6	"駡"	"骂"
"ma"	"mɑ"	7	"嚜"
"ma"	"mɑ"	7	"抹"
"ma"	"mɑ"	7	"瀎"
"ma"	"mɑ"	7	"沫"
"ma"	"mɑ"	7	"袜"		"錦～"
"ma"	"mɑ"	7	"帓"		"巾～"
"fa"	"ɸɑ"	1	"花"
"fa"	"ɸɑ"	1	"華"	"华"
"fa"	"ɸɑ"	1	"譁"		"～喇；(舊)喧～"
"fa"	"ɸɑ"	1	"嘩"	"哗"	"～喇；(舊)喧～"
"fa"	"ɸɑ"	1	"蘤"		"花榮也"
"fa"	"ɸɑ"	2	"划"		"～船"
"fa"	"ɸɑ"	2	"找"		"同「划」"
"fa"	"ɸɑ"	2	"華"	"华"
"fa"	"ɸɑ"	2	"樺"	"桦"
"fa"	"ɸɑ"	2	"譁"		"喧～"
"fa"	"ɸɑ"	2	"嘩"	"哗"	"喧～"
"fa"	"ɸɑ"	2	"驊"	"骅"
"fa"	"ɸɑ"	2	"釫"	"𬬨"
"fa"	"ɸɑ"	2	"鋘"	"𬭌"
"fa"	"ɸɑ"	2	"鏵"	"铧"
"fa"	"ɸɑ"	5	"化"
"fa"	"ɸɑ"	5	"華"	"华"
"fa"	"ɸɑ"	5	"崋"
"fa"	"ɸɑ"	5	"樺"	"桦"
"fa"	"ɸɑ"	5	"畫"	"画"
"fa"	"ɸɑ"	5	"嫿"	"婳"
"fa"	"ɸɑ"	5	"劃"	"划"
"fa"	"ɸɑ"	5	"獲"	"获"
"fa"	"ɸɑ"	5	"擭"
"fa"	"ɸɑ"	5	"話"	"话"
"fa"	"ɸɑ"	5		"䛡"
"fa"	"ɸɑ"	5	"摦"
"fa"	"ɸɑ"	5	"槬"
"fa"	"ɸɑ"	5	"踝"
"fa"	"ɸɑ"	6	"畫"	"画"
"fa"	"ɸɑ"	6	"劃"	"划"
"fa"	"ɸɑ"	6	"話"	"话"
"fa"	"ɸɑ"	7	"法"
"fa"	"ɸɑ"	7	"砝"
"fa"	"ɸɑ"	7	"珐"	"琺"
"fa"	"ɸɑ"	7	"伐"
"fa"	"ɸɑ"	7	"閥"	"阀"
"fa"	"ɸɑ"	7	"垡"
"fa"	"ɸɑ"	7	"筏"	"栰"
"fa"	"ɸɑ"	7	"乏"
"fa"	"ɸɑ"	7	"發"	"发"
"fa"	"ɸɑ"	7	"髮"
"fa"	"ɸɑ"	7	"醱"	"酦"
"fa"	"ɸɑ"	7	"罰"	"罚"
"fa"	"ɸɑ"	7	"滑"
"fa"	"ɸɑ"	7	"猾"
"fa"	"ɸɑ"	7	"搰"
"fa"	"ɸɑ"	7	"螖"
"da"	"tɑ"	1	"噠"	"哒"	"象聲詞，號音"
"da"	"tɑ"	3	"打"
"da"	"tɑ"	5	"大"
"da"	"tɑ"	5	"汏"
"da"	"tɑ"	6	"大"
"da"	"tɑ"	6	"著"		"助詞，表完成"
"da"	"tɑ"	6	"噠"	"哒"	"助詞，表完成"
"da"	"tɑ"	7	"答"	"畣"
"da"	"tɑ"	7	"荅"
"da"	"tɑ"	7	"搭"
"da"	"tɑ"	7	"褡"
"da"	"tɑ"	7	"瘩"
"da"	"tɑ"	7	"𦖿"
"da"	"tɑ"	7	"剳"
"da"	"tɑ"	7	"妲"
"da"	"tɑ"	7	"怛"
"da"	"tɑ"	7	"呾"
"da"	"tɑ"	7	"笪"
"da"	"tɑ"	7	"靼"
"da"	"tɑ"	7	"䵣"
"da"	"tɑ"	7	"𦍒"
"da"	"tɑ"	7	"達"	"达"
"da"	"tɑ"	7	"噠"	"哒"
"da"	"tɑ"	7	"韃"	"鞑"
"da"	"tɑ"	7	"薘"
"da"	"tɑ"	7	"繨"	"𫄤"
"da"	"tɑ"	7	"鐽"	"𫟼"
"da"	"tɑ"	7	"㿯"
"da"	"tɑ"	7	"鎉"	"𰾬"
"da"	"tɑ"	7	"耷"
"da"	"tɑ"	7	"𨨹"	"𬭞"
"da"	"tɑ"	7	"跶"		"跌"
"da"	"tɑ"	7	"䐛"		"～模：人塊頭大或物體粗笨"
"da"	"tɑ"	7	"闥"	"闼"	"(又)"
"da"	"tɑ"	7	"澾"	"㳠"	"(又)"
"da"	"tɑ"	7	"撻"	"挞"	"(又)"
"da"	"tɑ"	7	"劄"
"da"	"tɑ"	7	"鞈"
"da"	"tɑ"	7	"嗒"		"舐～"
"ta"	"tʰɑ"	1	"他"
"ta"	"tʰɑ"	1	"她"
"ta"	"tʰɑ"	1	"牠"
"ta"	"tʰɑ"	7	"沓"
"ta"	"tʰɑ"	7	"踏"
"ta"	"tʰɑ"	7	"誻"	"𰵸"
"ta"	"tʰɑ"	7	"塌"
"ta"	"tʰɑ"	7	"榻"
"ta"	"tʰɑ"	7	"搨"	"拓"
"ta"	"tʰɑ"	7	"𤭼"
"ta"	"tʰɑ"	7	"毾"
"ta"	"tʰɑ"	7	"蹋"
"ta"	"tʰɑ"	7	"𧪦"	"𬤕"
"ta"	"tʰɑ"	7	"鰨"	"鳎"
"ta"	"tʰɑ"	7	"䌈"	"𦈖"
"ta"	"tʰɑ"	7	"遢"
"ta"	"tʰɑ"	7	"鎉"	"𰾬"
"ta"	"tʰɑ"	7	"闒"	"阘"
"ta"	"tʰɑ"	7	"闟"	"𰿻"
"ta"	"tʰɑ"	7	"遝"
"ta"	"tʰɑ"	7	"嚃"
"ta"	"tʰɑ"	7	"塔"
"ta"	"tʰɑ"	7	"嗒"		"～然：失憶的樣子"
"ta"	"tʰɑ"	7	"鞳"
"ta"	"tʰɑ"	7	"澾"	"㳠"
"ta"	"tʰɑ"	7	"撻"	"挞"
"ta"	"tʰɑ"	7	"闥"	"闼"
"ta"	"tʰɑ"	7	"躂"	"跶"
"ta"	"tʰɑ"	7	"䍇"
"ta"	"tʰɑ"	7	"漯"		"水名"
"ta"	"tʰɑ"	7	"濕"		"同「漯」：水名"
"ta"	"tʰɑ"	7	"狧"
"ta"	"tʰɑ"	7	"獺"	"獭"
"la"	"l̃ɑ"	1	"啦"
"la"	"l̃ɑ"	1	"拿"		"～得來"
"la"	"l̃ɑ"	1	"哪"		"助詞"
"la"	"l̃ɑ"	1	"那"		"姓"
"la"	"l̃ɑ"	1	"拉"		"～場子：捧場"
"la"	"l̃ɑ"	2	"拏"	"拿"	"捉～，牽～；～手"
"la"	"l̃ɑ"	2	"哪"		"～吒"
"la"	"l̃ɑ"	2	"挪"
"la"	"l̃ɑ"	3	"那"		"同「哪」"
"la"	"l̃ɑ"	3	"哪"		"疑問代詞"
"la"	"l̃ɑ"	3	"邋"		"～糊：髒；馬虎"
"la"	"l̃ɑ"	5	"那"		"指示代詞"
"la"	"l̃ɑ"	6	"喇"		"～叭"
"la"	"l̃ɑ"	6	"拉"		"前綴，表示程度很深：～粗的、～稀的；～～場：無法預計結果的事"
"la"	"l̃ɑ"	7	"拉"
"la"	"l̃ɑ"	7	"啦"
"la"	"l̃ɑ"	7	"垃"
"la"	"l̃ɑ"	7	"剌"
"la"	"l̃ɑ"	7	"辣"	"辢"
"la"	"l̃ɑ"	7	"喇"
"la"	"l̃ɑ"	7	"揦"
"la"	"l̃ɑ"	7	"攋"	"𪮶"
"la"	"l̃ɑ"	7	"瘌"
"la"	"l̃ɑ"	7	"鬎"
"la"	"l̃ɑ"	7	"蝲"
"la"	"l̃ɑ"	7	"搚"
"la"	"l̃ɑ"	7	"蠟"	"蜡"	"前加成分，表示程度很深：～皮的、～軟的"
"la"	"l̃ɑ"	7	"臘"	"臈"
"la"	"l̃ɑ"	7		"腊"
"la"	"l̃ɑ"	7	"邋"		"～遢"
"la"	"l̃ɑ"	7	"鑞"	"镴"	"白～：合金名"
"la"	"l̃ɑ"	7	"納"	"纳"
"la"	"l̃ɑ"	7	"吶"	"呐"
"la"	"l̃ɑ"	7	"訥"	"讷"
"la"	"l̃ɑ"	7	"肭"
"la"	"l̃ɑ"	7	"軜"	"𫐇"
"la"	"l̃ɑ"	7	"焫"
"la"	"l̃ɑ"	7	"魶"	"𱇔"
"la"	"l̃ɑ"	7	"捺"
"la"	"l̃ɑ"	7	"南"		"～無阿彌陀"
"la"	"l̃ɑ"	7	"旯"		"旮～"
"za"	"tsɑ"	1	"渣"
"za"	"tsɑ"	1	"查"
"za"	"tsɑ"	1	"揸"
"za"	"tsɑ"	1	"楂"
"za"	"tsɑ"	1	"柤"
"za"	"tsɑ"	1	"樝"
"za"	"tsɑ"	1	"皻"
"za"	"tsɑ"	1	"齇"
"za"	"tsɑ"	1	"槎"
"za"	"tsɑ"	1	"髽"
"za"	"tsɑ"	1	"喳"
"za"	"tsɑ"	2	"茶"
"za"	"tsɑ"	2	"搽"
"za"	"tsɑ"	2	"查"
"za"	"tsɑ"	2	"垞"
"za"	"tsɑ"	3	"咱"
"za"	"tsɑ"	3	"喒"
"za"	"tsɑ"	3	"偺"
"za"	"tsɑ"	3	"鮓"
"za"	"tsɑ"	3	"鲊"
"za"	"tsɑ"	5	"乍"
"za"	"tsɑ"	5	"炸"
"za"	"tsɑ"	5	"咋"
"za"	"tsɑ"	5	"詐"
"za"	"tsɑ"	5	"诈"
"za"	"tsɑ"	5	"厏"
"za"	"tsɑ"	5	"痄"
"za"	"tsɑ"	5	"榨"
"za"	"tsɑ"	5	"搾"
"za"	"tsɑ"	5	"醡"
"za"	"tsɑ"	5	"柵"
"za"	"tsɑ"	5	"栅"
"za"	"tsɑ"	5	"溠"
"za"	"tsɑ"	5	"夎"
"za"	"tsɑ"	5	"蜡"
"za"	"tsɑ"	5	"䄍"
"za"	"tsɑ"	5	"𣛽"
"za"	"tsɑ"	7	"扎"
"za"	"tsɑ"	7	"札"
"za"	"tsɑ"	7	"紮"
"za"	"tsɑ"	7	"紥"
"za"	"tsɑ"	7	"軋"
"za"	"tsɑ"	7	"轧"
"za"	"tsɑ"	7	"炸"
"za"	"tsɑ"	7	"煠"
"za"	"tsɑ"	7	"蚱"
"za"	"tsɑ"	7	"眨"
"za"	"tsɑ"	7	"閘"
"za"	"tsɑ"	7	"闸"
"za"	"tsɑ"	7	"牐"
"za"	"tsɑ"	7	"𦂉"
"za"	"tsɑ"	7	"鍘"
"za"	"tsɑ"	7	"铡"
"za"	"tsɑ"	7	"哳"
"za"	"tsɑ"	7	"𠍹"
"za"	"tsɑ"	7	"劄"
"za"	"tsɑ"	7	"雜"
"za"	"tsɑ"	7	"杂"
"za"	"tsɑ"	7	"襍"
"za"	"tsɑ"	7	"匝"
"za"	"tsɑ"	7	"帀"
"za"	"tsɑ"	7	"咂"
"za"	"tsɑ"	7	"砸"
"za"	"tsɑ"	7	"拶"
"za"	"tsɑ"	7	"㭮"
"za"	"tsɑ"	7	"唼"
"za"	"tsɑ"	7	"𠸝"
"za"	"tsɑ"	7	"噆"
"za"	"tsɑ"	7	"囋"
"za"	"tsɑ"	7	"𰉄"
"ca"	"tsʰɑ"	1	"叉"
"ca"	"tsʰɑ"	1	"扠"
"ca"	"tsʰɑ"	1	"杈"
"ca"	"tsʰɑ"	1	"差"
"ca"	"tsʰɑ"	1	"艖"
"ca"	"tsʰɑ"	1	"奓"
"ca"	"tsʰɑ"	1	"銟"
"ca"	"tsʰɑ"	1	"嗏"
"ca"	"tsʰɑ"	1	"釵"
"ca"	"tsʰɑ"	1	"钗"
"ca"	"tsʰɑ"	5	"汊"
"ca"	"tsʰɑ"	5	"衩"
"ca"	"tsʰɑ"	5	"䟕"
"ca"	"tsʰɑ"	5	"岔"
"ca"	"tsʰɑ"	5	"奼"
"ca"	"tsʰɑ"	5	"侘"
"ca"	"tsʰɑ"	5	"咤"
"ca"	"tsʰɑ"	5	"姹"
"ca"	"tsʰɑ"	5	"詫"
"ca"	"tsʰɑ"	5	"诧"
"ca"	"tsʰɑ"	5	"擇"		"～菜"
"ca"	"tsʰɑ"	5	"𧨊"		"𧧝～：性情乖戾，喜歡扯皮"
"ca"	"tsʰɑ"	7	"插"
"ca"	"tsʰɑ"	7	"挿"
"ca"	"tsʰɑ"	7	"鍤"
"ca"	"tsʰɑ"	7	"锸"
"ca"	"tsʰɑ"	7	"𠝞"
"ca"	"tsʰɑ"	7	"歃"
"ca"	"tsʰɑ"	7	"䅤"
"ca"	"tsʰɑ"	7	"臿"
"ca"	"tsʰɑ"	7	"𠚏"
"ca"	"tsʰɑ"	7	"刹"
"ca"	"tsʰɑ"	7	"扱"
"ca"	"tsʰɑ"	7	"爡"
"ca"	"tsʰɑ"	7	"察"
"ca"	"tsʰɑ"	7	"詧"
"ca"	"tsʰɑ"	7	"擦"
"ca"	"tsʰɑ"	7	"𮜨"
"sa"	"sɑ"	1	"沙"
"sa"	"sɑ"	1	"砂"
"sa"	"sɑ"	1	"痧"
"sa"	"sɑ"	1	"紗"
"sa"	"sɑ"	1	"纱"
"sa"	"sɑ"	1	"莎"
"sa"	"sɑ"	1	"裟"
"sa"	"sɑ"	1	"桬"
"sa"	"sɑ"	1	"鯊"
"sa"	"sɑ"	1	"鲨"
"sa"	"sɑ"	1	"猀"
"sa"	"sɑ"	1	"䤬"
"sa"	"sɑ"	1	"𰾈"
"sa"	"sɑ"	1	"杉"
"sa"	"sɑ"	1	"仨"
"sa"	"sɑ"	1	"挲"		"（手、樹枝等）張開、伸開"
"sa"	"sɑ"	3	"儍"
"sa"	"sɑ"	3	"傻"
"sa"	"sɑ"	3	"啥"
"sa"	"sɑ"	3	"𡂡"
"sa"	"sɑ"	3	"𪢒"
"sa"	"sɑ"	3	"灑"
"sa"	"sɑ"	3	"洒"
"sa"	"sɑ"	3	"撒"
"sa"	"sɑ"	5	"廈"
"sa"	"sɑ"	5	"厦"
"sa"	"sɑ"	5	"嗄"
"sa"	"sɑ"	7	"殺"
"sa"	"sɑ"	7	"杀"
"sa"	"sɑ"	7	"鎩"
"sa"	"sɑ"	7	"铩"
"sa"	"sɑ"	7	"摋"
"sa"	"sɑ"	7	"𥻦"
"sa"	"sɑ"	7	"𫂿"
"sa"	"sɑ"	7	"䊛"
"sa"	"sɑ"	7	"𰪻"
"sa"	"sɑ"	7	"箑"
"sa"	"sɑ"	7	"𦵉"
"sa"	"sɑ"	7	"萐"
"sa"	"sɑ"	7	"翣"
"sa"	"sɑ"	7	"霎"
"sa"	"sɑ"	7	"煞"
"sa"	"sɑ"	7	"卅"
"sa"	"sɑ"	7	"颯"
"sa"	"sɑ"	7	"飒"
"sa"	"sɑ"	7	"薩"
"sa"	"sɑ"	7	"萨"
"sa"	"sɑ"	7	"趿"
"sa"	"sɑ"	7	"靸"		"～雙拖鞋"
"sa"	"sɑ"	7	"𩎕"
"sa"	"sɑ"	7	"圾"
"sa"	"sɑ"	7	"𢶍"
"sa"	"sɑ"	7	"𪮫"
"sa"	"sɑ"	7	"撒"
"sa"	"sɑ"	7	"刷"
"sa"	"sɑ"	7	"刹"
"sa"	"sɑ"	7	"析"		"量詞，瓣也"
"zha"	"tʃɑ"	1	"遮"
"zha"	"tʃɑ"	3	"者"
"zha"	"tʃɑ"	5	"蔗"
"zha"	"tʃɑ"	7	"隻"
"zha"	"tʃɑ"	7	"只"
"cha"	"tʃʰɑ"	1	"畬"		"姜～：地名"
"cha"	"tʃʰɑ"	1	"車"
"cha"	"tʃʰɑ"	3	"扯"
"cha"	"tʃʰɑ"	6	"哆"		"張開口：笑得一～起"
"cha"	"tʃʰɑ"	7	"尺"
"sha"	"ʃɑ"	1	"賒"
"sha"	"ʃɑ"	2	"蛇"
"sha"	"ʃɑ"	3	"舍"		"～不得"
"sha"	"ʃɑ"	5	"射"		"～石頭；～媚眼"
"sha"	"ʃɑ"	6	"射"		"～火子星：流星"
"sha"	"ʃɑ"	6	"社"		"～戲；～火"
"ra"	"ɹɑ"	3	"惹"
"ga"	"kɑ"	1	"枷"
"ga"	"kɑ"	1	"跏"
"ga"	"kɑ"	1	"家"
"ga"	"kɑ"	1	"痂"		"～子"
"ga"	"kɑ"	2	"蛤"		"～蟆：青蛙"
"ga"	"kɑ"	3	"賈"
"ga"	"kɑ"	3	"贾"
"ga"	"kɑ"	3	"寡"		"～白底：很白"
"ga"	"kɑ"	3	"噶"		"助詞，表完成"
"ga"	"kɑ"	5	"架"
"ga"	"kɑ"	5	"嫁"
"ga"	"kɑ"	5	"駕"
"ga"	"kɑ"	6	"嘎"		"因筆不好寫或紙粗糙，書寫不流利"
"ga"	"kɑ"	6	"㐄"		"跨也：～過去"
"ga"	"kɑ"	7	"嘎"
"ga"	"kɑ"	7	"軋"
"ga"	"kɑ"	7	"轧"
"ga"	"kɑ"	7	"釓"
"ga"	"kɑ"	7	"钆"
"ga"	"kɑ"	7	"呷"
"ga"	"kɑ"	7	"夾"
"ga"	"kɑ"	7	"甲"
"ga"	"kɑ"	7	"胳"		"～肢窩"
"ka"	"kʰɑ"	1	"咖"
"ka"	"kʰɑ"	1	"揢"
"ka"	"kʰɑ"	1	"哈"
"ka"	"kʰɑ"	1	"抲"		"用手的虎口緊緊扼住：～喉嚨"
"ka"	"kʰɑ"	3	"卡"
"ka"	"kʰɑ"	5	"胯"		"～襠"
"ka"	"kʰɑ"	7	"喀"
"ka"	"kʰɑ"	7	"掐"
"ka"	"kʰɑ"	7	"恰"
"nga"	"ŋɑ"	1	"丫"		"口一～"
"nga"	"ŋɑ"	1	"椏"		"樹～"
"nga"	"ŋɑ"	1	"疨"		"～痄：病痛"
"nga"	"ŋɑ"	2	"伢"		"～子"
"nga"	"ŋɑ"	2	"𤘅"
"nga"	"ŋɑ"	2	"牙"
"nga"	"ŋɑ"	2	"芽"
"nga"	"ŋɑ"	3	"啞"
"nga"	"ŋɑ"	3	"唖"
"nga"	"ŋɑ"	3	"哑"
"nga"	"ŋɑ"	5	"咬"
"nga"	"ŋɑ"	5	"𧧝"		"～𧨊：性情乖戾，喜歡扯皮"
"nga"	"ŋɑ"	5	"軋"		"～尖：固定鋤頭底小鐵塊"
"nga"	"ŋɑ"	5	"軛"		"牛～"
"nga"	"ŋɑ"	6	"砑"		"滾壓；拖延"
"nga"	"ŋɑ"	7	"壓"
"nga"	"ŋɑ"	7	"鴨"
"nga"	"ŋɑ"	7	"鸭"
"xa"	"xɑ"	1	"哈"
"xa"	"xɑ"	1	"疨"
"xa"	"xɑ"	1	"蝦"
"xa"	"xɑ"	1	"虾"
"xa"	"xɑ"	1	"花"		"麻～"
"xa"	"xɑ"	2	"蝦"
"xa"	"xɑ"	2	"虾"
"xa"	"xɑ"	3	"哈"		"～寶：傻子"
"xa"	"xɑ"	5	"哈"		"～啾：噴嚏"
"xa"	"xɑ"	6	"下"
"xa"	"xɑ"	7	"瞎"
"a"	"ɑ"	1	"阿"
"a"	"ɑ"	1	"啊"
"a"	"ɑ"	1	"錒"
"a"	"ɑ"	1	"锕"
"a"	"ɑ"	3	"阿"
"a"	"ɑ"	7	"嗄"
"a"	"ɑ"	7	"阿"
"bia"	"piɑ"	7	"壁"
"pia"	"pʰiɑ"	7	"撇"		"～淡底：很淡"
"pia"	"pʰiɑ"	7	"劈"
"dia"	"tiɑ"	1	"爹"		"～～：祖父"
"dia"	"tiɑ"	2	"提"
"dia"	"tiɑ"	7	"滴"
"tia"	"tʰiɑ"	7	"踢"
"tia"	"tʰiɑ"	7	"締"		"繫：把鞋帶子～緊"
"lia"	"l̃iɑ"	7	"栗"
"zia"	"tsiɑ"	1	"嗟"
"zia"	"tsiɑ"	2	"斜"
"zia"	"tsiɑ"	3	"姐"
"zia"	"tsiɑ"	5	"借"
"zia"	"tsiɑ"	6	"謝"		"姓"
"zia"	"tsiɑ"	7	"節"
"zia"	"tsiɑ"	7	"节"
"cia"	"tsʰiɑ"	7	"緝"
"cia"	"tsʰiɑ"	7	"缉"
"sia"	"siɑ"	1	"些"
"sia"	"siɑ"	2	"斜"
"sia"	"siɑ"	3	"寫"
"sia"	"siɑ"	3	"写"
"sia"	"siɑ"	5	"瀉"		"稀也：～泥巴；腐爛：西瓜～"
"sia"	"siɑ"	5	"榭"
"sia"	"siɑ"	7	"錫"
"sia"	"siɑ"	7	"锡"
"zhia"	"tɕiɑ"	1	"加"
"zhia"	"tɕiɑ"	1	"伽"
"zhia"	"tɕiɑ"	1	"枷"
"zhia"	"tɕiɑ"	1	"迦"
"zhia"	"tɕiɑ"	1	"痂"
"zhia"	"tɕiɑ"	1	"笳"
"zhia"	"tɕiɑ"	1	"耞"
"zhia"	"tɕiɑ"	1	"袈"
"zhia"	"tɕiɑ"	1	"鉫"
"zhia"	"tɕiɑ"	1	"珈"
"zhia"	"tɕiɑ"	1	"跏"
"zhia"	"tɕiɑ"	1	"嘉"
"zhia"	"tɕiɑ"	1	"佳"
"zhia"	"tɕiɑ"	1	"家"
"zhia"	"tɕiɑ"	1	"傢"
"zhia"	"tɕiɑ"	1	"葭"
"zhia"	"tɕiɑ"	1	"豭"
"zhia"	"tɕiɑ"	2	"茄"
"zhia"	"tɕiɑ"	3	"賈"
"zhia"	"tɕiɑ"	3	"贾"
"zhia"	"tɕiɑ"	3	"檟"
"zhia"	"tɕiɑ"	3	"槚"
"zhia"	"tɕiɑ"	3	"榎"
"zhia"	"tɕiɑ"	3	"假"
"zhia"	"tɕiɑ"	3	"椵"
"zhia"	"tɕiɑ"	3	"叚"
"zhia"	"tɕiɑ"	3	"瘕"
"zhia"	"tɕiɑ"	3	"嘏"
"zhia"	"tɕiɑ"	3	"斝"
"zhia"	"tɕiɑ"	5	"價"
"zhia"	"tɕiɑ"	5	"价"
"zhia"	"tɕiɑ"	5	"賈"
"zhia"	"tɕiɑ"	5	"贾"
"zhia"	"tɕiɑ"	5	"稼"
"zhia"	"tɕiɑ"	5	"嫁"
"zhia"	"tɕiɑ"	5	"架"
"zhia"	"tɕiɑ"	5	"駕"
"zhia"	"tɕiɑ"	5	"驾"
"zhia"	"tɕiɑ"	7	"夾"
"zhia"	"tɕiɑ"	7	"夹"
"zhia"	"tɕiɑ"	7	"裌"
"zhia"	"tɕiɑ"	7	"𬡒"
"zhia"	"tɕiɑ"	7	"袷"
"zhia"	"tɕiɑ"	7	"浹"
"zhia"	"tɕiɑ"	7	"浃"
"zhia"	"tɕiɑ"	7	"莢"
"zhia"	"tɕiɑ"	7	"荚"
"zhia"	"tɕiɑ"	7	"鋏"
"zhia"	"tɕiɑ"	7	"铗"
"zhia"	"tɕiɑ"	7	"郟"
"zhia"	"tɕiɑ"	7	"郏"
"zhia"	"tɕiɑ"	7	"蛺"
"zhia"	"tɕiɑ"	7	"蛱"
"zhia"	"tɕiɑ"	7	"頰"
"zhia"	"tɕiɑ"	7	"頬"
"zhia"	"tɕiɑ"	7	"颊"
"zhia"	"tɕiɑ"	7	"梜"
"zhia"	"tɕiɑ"	7	"𬂩"
"zhia"	"tɕiɑ"	7	"筴"
"zhia"	"tɕiɑ"	7	"䇲"
"zhia"	"tɕiɑ"	7	"鵊"
"zhia"	"tɕiɑ"	7	"𫛥"
"zhia"	"tɕiɑ"	7	"甲"
"zhia"	"tɕiɑ"	7	"呷"
"zhia"	"tɕiɑ"	7	"鉀"
"zhia"	"tɕiɑ"	7	"钾"
"zhia"	"tɕiɑ"	7	"胛"
"zhia"	"tɕiɑ"	7	"岬"
"zhia"	"tɕiɑ"	7	"鞈"
"zhia"	"tɕiɑ"	7	"鞂"
"zhia"	"tɕiɑ"	7	"恝"
"zhia"	"tɕiɑ"	7	"嘎"
"zhia"	"tɕiɑ"	7	"戛"
"zhia"	"tɕiɑ"	7	"戞"
"chia"	"tɕʰiɑ"	3	"卡"
"chia"	"tɕʰiɑ"	7	"恰"
"chia"	"tɕʰiɑ"	7	"洽"
"chia"	"tɕʰiɑ"	7	"帢"
"chia"	"tɕʰiɑ"	7	"跲"
"chia"	"tɕʰiɑ"	7	"祫"
"chia"	"tɕʰiɑ"	7	"掐"
"chia"	"tɕʰiɑ"	7	"喫"
"chia"	"tɕʰiɑ"	7	"吃"
"gnia"	"ȵiɑ"	1	"𪐀"
"gnia"	"ȵiɑ"	2	"𪐀"
"gnia"	"ȵiɑ"	3	"惹"
"gnia"	"ȵiɑ"	5	"入"
"gnia"	"ȵiɑ"	5	"䏧"		"～腮：帶勁"
"gnia"	"ȵiɑ"	6	"黏"		"緊貼著：肉～肉"
"shia"	"ɕiɑ"	1	"蝦"
"shia"	"ɕiɑ"	1	"虾"
"shia"	"ɕiɑ"	1	"鰕"
"shia"	"ɕiɑ"	1	"𫚥"
"shia"	"ɕiɑ"	1	"𤹉"
"shia"	"ɕiɑ"	1	"谺"
"shia"	"ɕiɑ"	2	"瑕"
"shia"	"ɕiɑ"	2	"遐"
"shia"	"ɕiɑ"	2	"蝦"
"shia"	"ɕiɑ"	2	"虾"
"shia"	"ɕiɑ"	2	"赮"
"shia"	"ɕiɑ"	2	"騢"
"shia"	"ɕiɑ"	2	"𱅞"
"shia"	"ɕiɑ"	2	"霞"
"shia"	"ɕiɑ"	2	"瘕"
"shia"	"ɕiɑ"	2	"暇"
"shia"	"ɕiɑ"	3	"夏"
"shia"	"ɕiɑ"	3	"廈"		"～門"
"shia"	"ɕiɑ"	5	"夏"
"shia"	"ɕiɑ"	5	"廈"
"shia"	"ɕiɑ"	5	"厦"
"shia"	"ɕiɑ"	5	"下"
"shia"	"ɕiɑ"	5	"嗄"
"shia"	"ɕiɑ"	5	"暇"
"shia"	"ɕiɑ"	5	"罅"
"shia"	"ɕiɑ"	5	"𥕕"
"shia"	"ɕiɑ"	6	"夏"
"shia"	"ɕiɑ"	6	"下"
"shia"	"ɕiɑ"	7	"俠"
"shia"	"ɕiɑ"	7	"侠"
"shia"	"ɕiɑ"	7	"狹"
"shia"	"ɕiɑ"	7	"狭"
"shia"	"ɕiɑ"	7	"陿"
"shia"	"ɕiɑ"	7	"𬯅"
"shia"	"ɕiɑ"	7	"陜"
"shia"	"ɕiɑ"	7	"挾"
"shia"	"ɕiɑ"	7	"挟"
"shia"	"ɕiɑ"	7	"硤"
"shia"	"ɕiɑ"	7	"硖"
"shia"	"ɕiɑ"	7	"峽"
"shia"	"ɕiɑ"	7	"峡"
"shia"	"ɕiɑ"	7	"岬"
"shia"	"ɕiɑ"	7	"愜"
"shia"	"ɕiɑ"	7	"惬"
"shia"	"ɕiɑ"	7	"篋"
"shia"	"ɕiɑ"	7	"箧"
"shia"	"ɕiɑ"	7	"匣"
"shia"	"ɕiɑ"	7	"狎"
"shia"	"ɕiɑ"	7	"柙"
"shia"	"ɕiɑ"	7	"呷"
"shia"	"ɕiɑ"	7	"瞎"
"shia"	"ɕiɑ"	7	"轄"
"shia"	"ɕiɑ"	7	"辖"
"shia"	"ɕiɑ"	7	"鎋"
"shia"	"ɕiɑ"	7	"𬭪"
"shia"	"ɕiɑ"	7	"舝"
"shia"	"ɕiɑ"	7	"𤛉"
"shia"	"ɕiɑ"	7	"𤁳"
"shia"	"ɕiɑ"	7	"霅"
"shia"	"ɕiɑ"	7	"黠"
"shia"	"ɕiɑ"	7	"䕸"
"ia"	"iɑ"	1	"呀"
"ia"	"iɑ"	1	"鴉"
"ia"	"iɑ"	1	"鸦"
"ia"	"iɑ"	1	"鵶"
"ia"	"iɑ"	1	"𱉨"
"ia"	"iɑ"	1	"椏"
"ia"	"iɑ"	1	"𬂲"
"ia"	"iɑ"	1	"桠"
"ia"	"iɑ"	1	"啞"
"ia"	"iɑ"	1	"唖"
"ia"	"iɑ"	1	"哑"
"ia"	"iɑ"	1	"枒"
"ia"	"iɑ"	1	"丫"
"ia"	"iɑ"	2	"牙"
"ia"	"iɑ"	2	"芽"
"ia"	"iɑ"	2	"蚜"
